id,cena_pln,log_cena_pln,metraz_m2,log_metraz_m2,cena_za_m2,liczba_pokoi,pietro,pietro_maks,parter,ostatnie_pietro,dzielnica,data_pobrania
ID4BfaP,3910200,15.179099081548529,133.13,4.8913260944438255,29371.29,4,1.0,1.0,False,1.0,Zwierzyniec,2026-08-05
ID178b6e,940000,13.753635154246188,82.0,4.406719247264253,11463.41,3,1.0,,False,,Dębniki,2026-08-05
ID4BScL,999000,13.81451005763069,70.0,4.248495242049359,14271.43,3,2.0,4.0,False,0.0,Dębniki,2026-08-05
ID1amKWF,1327000,14.098431313314345,74.0,4.30406509320417,17932.43,3,1.0,,False,,Dębniki,2026-08-05
ID4t4xC,947968,13.762076025393176,74.06,4.304875575485466,12800.0,3,5.0,5.0,False,1.0,Prądnik Biały,2026-08-05
ID4ug9j,465702,13.05130122357151,25.49,3.238286218388024,18269.99,1,0.0,4.0,True,0.0,Krowodrza,2026-08-05
ID4BvRJ,1490000,14.214286677921642,89.1,4.489759334476764,16722.78,4,,,False,,Nowa Huta,2026-08-05
ID1byRNz,1500000,14.22097566607244,100.0,4.605170185988092,15000.0,3,0.0,,True,,Bieńczyce,2026-08-05
ID4CktU,679000,13.428376406540831,40.5,3.7013019741124937,16765.43,2,3.0,7.0,False,0.0,Podgórze Duchackie,2026-08-05
ID4BrVT,1798000,14.402185494013702,130.51,4.8714498521794365,13776.72,6,1.0,2.0,False,0.0,Grzegórzki,2026-08-05
ID4CoxD,799000,13.591116224748411,48.65,3.884651808632014,16423.43,2,4.0,5.0,False,0.0,Stare Miasto,2026-08-05
ID4C7pL,640988,13.370766014978742,43.31,3.768383555226535,14800.0,2,2.0,9.0,False,0.0,Mistrzejowice,2026-08-05
ID4zGpA,839000,13.639965985449344,39.42,3.674273301724574,21283.61,2,3.0,6.0,False,0.0,Prądnik Biały,2026-08-05
ID1bGPGc,584925,13.27923891286681,35.45,3.5681232529781366,16500.0,2,0.0,,True,,Dębniki,2026-08-05
ID4xTvj,870604,13.676942502622286,73.78,4.3010876921685295,11800.0,4,1.0,2.0,False,0.0,Dębniki,2026-08-05
ID1btODJ,647000,13.380101573483037,37.0,3.610917912644224,17486.49,2,1.0,,False,,Nowa Huta,2026-08-05
ID4Cqpm,489000,13.10011776845701,26.3,3.269568939183719,18593.16,1,0.0,5.0,True,0.0,Dębniki,2026-08-05
ID4z9lV,849252,13.652111241039192,61.54,4.119687369893896,13800.0,3,0.0,3.0,True,0.0,Bieżanów-Prokocim,2026-08-05
ID4Cmr0,860000,13.664687668229693,65.0,4.174387269895637,13230.77,4,0.0,4.0,True,0.0,Mistrzejowice,2026-08-05
ID4unkO,846498,13.64886311788272,65.62,4.183880527532955,12900.0,3,1.0,7.0,False,0.0,Prądnik Biały,2026-08-05
ID4CqL0,1400000,14.151982794585487,67.0,4.204692619390966,20895.52,3,2.0,3.0,False,0.0,Krowodrza,2026-08-05
ID4Bry0,1150000,13.955272500339431,66.31,4.194340715380776,17342.78,4,1.0,4.0,False,0.0,nieznana,2026-08-05
ID4Cd9X,500000,13.122363377404328,24.7,3.2068032436339315,20242.91,1,1.0,4.0,False,0.0,Krowodrza,2026-08-05
ID4C25E,739000,13.513053199930338,44.4,3.7932394694381792,16644.14,2,4.0,4.0,False,1.0,Podgórze,2026-08-05
ID4A75O,939000,13.7525707581904,92.77,4.5301233116651805,10121.81,5,1.0,2.0,False,0.0,Podgórze,2026-08-05
ID4C80O,650000,13.38472764187182,38.8,3.658420246629228,16752.58,2,4.0,10.0,False,0.0,Prądnik Biały,2026-08-05
ID4ADJQ,1734062,14.365977191162074,116.38,4.756860699228524,14900.0,5,1.0,1.0,False,1.0,Zwierzyniec,2026-08-05
ID4AOvt,840000,13.641157170819495,42.23,3.743130868945852,19891.07,3,4.0,4.0,False,1.0,Podgórze,2026-08-05
ID4Cg0m,580000,13.270783382522602,33.08,3.4989288701554906,17533.25,1,8.0,10.0,False,0.0,Czyżyny,2026-08-05
ID4CrYb,1900000,14.457364444136669,98.0,4.584967478670572,19387.76,5,6.0,7.0,False,0.0,Podgórze Duchackie,2026-08-05
ID1bnk3p,519800,13.161199401189528,43.5,3.7727609380946383,11949.43,2,0.0,,True,,Krowodrza,2026-08-05
ID4A9q8,730380,13.501320225631696,51.94,3.9500892062346025,14061.99,3,1.0,3.0,False,0.0,Prądnik Biały,2026-08-05
ID4Crkx,670000,13.415032991367148,51.84,3.9481620520440193,12924.38,3,7.0,10.0,False,0.0,Prądnik Czerwony,2026-08-05
ID4Ak55,795000,13.58609739363647,50.3,3.918005077105694,15805.17,3,4.0,4.0,False,1.0,Bronowice,2026-08-05
ID4BRgf,670000,13.415032991367148,48.26,3.8766030601968855,13883.13,2,1.0,5.0,False,0.0,Nowa Huta,2026-08-05
ID4CkSC,999000,13.81451005763069,63.24,4.146937012341271,15796.96,3,10.0,10.0,False,1.0,Dębniki,2026-08-05
ID4Auhl,730000,13.500799813124576,73.0,4.290459441148391,10000.0,3,3.0,3.0,False,1.0,Łagiewniki-Borek Fałęcki,2026-08-05
ID4ClVg,499000,13.120361374733656,30.0,3.4011973816621555,16633.33,1,3.0,10.0,False,0.0,Krowodrza,2026-08-05
ID4CnsW,760000,13.541073712262516,50.0,3.912023005428146,15200.0,2,2.0,4.0,False,0.0,Grzegórzki,2026-08-05
ID4BdJ2,743997,13.519792281549035,90.56,4.506012614454873,8215.51,4,1.0,1.0,False,1.0,Nowa Huta,2026-08-05
ID4CaUP,660000,13.399995114002609,38.0,3.6375861597263857,17368.42,2,10.0,11.0,False,0.0,Grzegórzki,2026-08-05
ID4CgiU,619000,13.335860551666734,54.5,3.9982007016691985,11357.8,3,3.0,4.0,False,0.0,Nowa Huta,2026-08-05
ID4Crju,849000,13.651814465293484,43.0,3.7612001156935624,19744.19,2,7.0,14.0,False,0.0,Grzegórzki,2026-08-05
ID4AGE0,730000,13.500799813124576,46.6,3.8416005411316,15665.24,2,1.0,4.0,False,0.0,Łagiewniki-Borek Fałęcki,2026-08-05
ID4BIbU,929000,13.741864017795976,64.0,4.1588830833596715,14515.63,3,4.0,11.0,False,0.0,Bronowice,2026-08-05
ID1bpsBN,880000,13.687677186454389,55.0,4.007333185232471,16000.0,2,3.0,,False,,Krowodrza,2026-08-05
ID1ajl1R,1360000,14.122995257712237,63.62,4.152927886320998,21376.93,3,3.0,4.0,False,0.0,Krowodrza,2026-08-05
ID4CwfS,609000,13.319573546692034,49.81,3.908215767085192,12226.46,2,0.0,4.0,True,0.0,Bieżanów-Prokocim,2026-08-05
ID4vLWE,789831,13.579574277507556,53.73,3.98397150474073,14700.0,2,2.0,3.0,False,0.0,Bieżanów-Prokocim,2026-08-05
ID4BgVB,659000,13.398478813484644,50.7,3.9259259105971376,12998.03,2,4.0,4.0,False,1.0,Czyżyny,2026-08-05
ID4CjB9,842205,13.643778731524447,43.19,3.7656089869726097,19500.0,2,10.0,15.0,False,0.0,Czyżyny,2026-08-05
ID4CdL3,3490000,15.06541229417861,123.92,4.819636196108613,28163.33,5,10.0,14.0,False,0.0,nieznana,2026-08-05
ID4CoWm,1010000,13.825460888817442,72.0,4.276666119016055,14027.78,3,5.0,6.0,False,0.0,nieznana,2026-08-05
ID4BVAE,694982,13.45164122493096,42.12,3.740522687265775,16500.05,2,2.0,,False,,Prądnik Biały,2026-08-05
ID4A9pv,786715,13.575621327124248,54.23,3.993234260852969,14507.01,3,2.0,3.0,False,0.0,Prądnik Biały,2026-08-05
ID1bz5Z4,1690000,14.340239086899256,118.0,4.770684624465665,14322.03,4,3.0,,False,,Prądnik Biały,2026-08-05
ID4BQIp,1500000,14.22097566607244,54.5,3.9982007016691985,27522.94,3,3.0,3.0,False,1.0,Grzegórzki,2026-08-05
ID4BOX9,785000,13.573438996764546,52.35,3.9579519373165457,14995.22,3,1.0,5.0,False,0.0,Bieżanów-Prokocim,2026-08-05
ID1bH8XI,570000,13.253391639810731,50.0,3.912023005428146,11400.0,2,3.0,,False,,Bieżanów-Prokocim,2026-08-05
ID4CgPD,688000,13.44154411691548,44.66,3.799078246412012,15405.28,2,3.0,4.0,False,0.0,Grzegórzki,2026-08-05
ID4Cgyh,899000,13.709038313453757,41.0,3.713572066704308,21926.83,2,7.0,7.0,False,1.0,Podgórze,2026-08-05
ID4xkJe,670020,13.415062841667892,51.54,3.942358205224219,13000.0,3,1.0,3.0,False,0.0,Wzgórza Krzesławickie,2026-08-05
ID4CoEM,1150000,13.955272500339431,60.33,4.09982949245267,19061.83,3,5.0,5.0,False,1.0,Podgórze,2026-08-05
ID4zwjd,4538835,15.328180929158568,144.09,4.970438104344843,31500.0,5,3.0,3.0,False,1.0,Podgórze,2026-08-05
ID4AMPg,567970,13.249823879407018,33.41,3.508855256368665,17000.0,2,1.0,4.0,False,0.0,Prądnik Czerwony,2026-08-05
ID4AA9e,699350,13.45790661120745,39.4,3.673765816303888,17750.0,2,1.0,5.0,False,0.0,Podgórze,2026-08-05
ID4BCgR,650000,13.38472764187182,44.6,3.7977338590260183,14573.99,2,5.0,7.0,False,0.0,Bieńczyce,2026-08-05
ID4BN1s,799000,13.591116224748411,30.0,3.4011973816621555,26633.33,2,6.0,7.0,False,0.0,Podgórze,2026-08-05
ID4CkgP,1200000,13.997832114758229,75.0,4.31748811353631,16000.0,4,2.0,8.0,False,0.0,Prądnik Czerwony,2026-08-05
ID4CotH,600000,13.304684934198283,37.1,3.6136169696133895,16172.51,1,3.0,4.0,False,0.0,Prądnik Czerwony,2026-08-05
ID1bqotp,399000,12.896716695872,20.0,2.995732273553991,19950.0,1,2.0,,False,,Bieżanów-Prokocim,2026-08-05
ID4xbE4,1550000,14.253765488895429,110.0,4.700480365792417,14090.91,3,4.0,4.0,False,1.0,Krowodrza,2026-08-05
ID4yd2f,607910,13.317782123675538,39.22,3.6691868207682,15500.0,2,2.0,8.0,False,0.0,Podgórze,2026-08-05
ID4AUjL,665000,13.407542319637992,36.5,3.597312260588446,18219.18,2,1.0,4.0,False,0.0,Podgórze,2026-08-05
ID4zTkX,603134,13.309894673243845,45.01,3.806884687304841,13400.0,2,1.0,7.0,False,0.0,Mistrzejowice,2026-08-05
ID4BfoD,2990000,14.91078394536687,120.0,4.787491742782046,24916.67,4,1.0,1.0,False,1.0,Dębniki,2026-08-05
ID1btUkt,610000,13.321214236149494,38.0,3.6375861597263857,16052.63,1,1.0,,False,,Podgórze,2026-08-05
ID4CjQO,819000,13.615839362835208,76.8,4.341204640153626,10664.06,3,2.0,4.0,False,0.0,Łagiewniki-Borek Fałęcki,2026-08-05
ID4BBPZ,775000,13.560618308335483,36.0,3.58351893845611,21527.78,2,0.0,5.0,True,0.0,Podgórze,2026-08-05
ID1a5B9N,695000,13.45166712454693,36.6,3.6000482404073204,18989.07,1,6.0,,False,,Prądnik Czerwony,2026-08-05
ID4ulp7,872000,13.678544702891116,49.23,3.89650319377011,17712.78,3,6.0,9.0,False,0.0,Podgórze Duchackie,2026-08-05
ID4ClIi,736464,13.509615633853096,53.6,3.981549068076757,13740.0,4,3.0,4.0,False,0.0,Prądnik Biały,2026-08-05
ID1bJ8AT,445000,13.005829561148378,34.0,3.5263605246161616,13088.24,1,2.0,,False,,Czyżyny,2026-08-05
ID4CrC3,679000,13.428376406540831,79.58,4.376762804998783,8532.29,5,1.0,2.0,False,0.0,Dębniki,2026-08-05
ID4zeaH,1295575,14.074465170014102,89.35,4.492561241605437,14500.0,5,0.0,1.0,True,0.0,nieznana,2026-08-05
ID4zfHp,734723,13.507248836413046,39.7,3.681351187693145,18506.88,2,3.0,,False,,Podgórze,2026-08-05
ID4CkgV,620000,13.337474757021274,44.46,3.7945899085360506,13945.12,2,4.0,4.0,False,1.0,Bieżanów-Prokocim,2026-08-05
ID4CaFv,1068691,13.881945093030913,62.66,4.137723285524046,17055.39,3,0.0,2.0,True,0.0,Zwierzyniec,2026-08-05
ID1bHlcD,785000,13.573438996764546,47.26,3.8556642717587617,16610.24,3,5.0,,False,,Mistrzejowice,2026-08-05
ID4zwmP,575720,13.263376710376606,38.9,3.6609942506244,14800.0,2,2.0,5.0,False,0.0,Prądnik Biały,2026-08-05
ID4ulYZ,866789,13.672550858208488,48.02,3.8716175907931074,18050.58,2,0.0,7.0,True,0.0,Podgórze,2026-08-05
ID4BoXV,1149000,13.954402556830892,75.2,4.320151230955794,15279.26,3,1.0,11.0,False,0.0,Krowodrza,2026-08-05
ID4AEed,1516212,14.23172567709617,109.08,4.692081557977388,13900.0,5,1.0,1.0,False,1.0,Zwierzyniec,2026-08-05
ID4uln7,830000,13.62918097977278,57.57,4.053001598687718,14417.23,3,1.0,9.0,False,0.0,Podgórze Duchackie,2026-08-05
ID4AMh5,2196293,14.602281497119328,61.85,4.124712098838497,35509.99,3,1.0,3.0,False,0.0,Stare Miasto,2026-08-05
ID4yUbB,988448,13.803891315252114,107.44,4.676932552214982,9200.0,4,3.0,3.0,False,1.0,Podgórze,2026-08-05
ID4zv1P,1768384,14.385576693166536,117.16,4.763540521959532,15093.75,4,3.0,3.0,False,1.0,Prądnik Biały,2026-08-05
ID4BqON,1545125,14.250615371190124,123.61,4.817131447899731,12500.0,4,0.0,,True,,nieznana,2026-08-05
ID4psYP,742916,13.51833826212698,47.02,3.850573043111923,15800.0,2,4.0,4.0,False,1.0,Bieżanów-Prokocim,2026-08-05
ID4CoC5,975000,13.790192749979983,64.41,4.165268900558799,15137.4,3,0.0,3.0,True,0.0,Bieżanów-Prokocim,2026-08-05
ID4Crgn,765600,13.548415119120882,47.85,3.868071117898963,16000.0,2,5.0,5.0,False,1.0,Czyżyny,2026-08-05
ID4w9WF,1834830,14.422462392127404,99.18,4.596936381060988,18500.0,4,5.0,7.0,False,0.0,Dębniki,2026-08-05
ID4ARdx,1490000,14.214286677921642,82.79,4.416307281150715,17997.34,3,3.0,5.0,False,0.0,Krowodrza,2026-08-05
ID4CgiX,995000,13.81049801614073,62.66,4.137723285524046,15879.35,3,0.0,2.0,True,0.0,Zwierzyniec,2026-08-05
ID4ulxz,617322,13.333146046820314,37.55,3.625673378210144,16440.0,2,4.0,4.0,False,1.0,Prądnik Biały,2026-08-05
ID1bwEK9,935000,13.748301808270824,47.8,3.86702563949741,19560.67,2,1.0,,False,,Grzegórzki,2026-08-05
ID4ClvJ,660000,13.399995114002609,44.0,3.784189633918261,15000.0,2,1.0,5.0,False,0.0,Bronowice,2026-08-05
ID4BYM2,625000,13.34550692871854,49.66,3.9051997800800207,12585.58,2,4.0,10.0,False,0.0,Bieżanów-Prokocim,2026-08-05
ID4CrQR,830000,13.62918097977278,47.3,3.856510295497887,17547.57,3,1.0,,False,,Dębniki,2026-08-05
ID1bv3rd,659000,13.398478813484644,47.5,3.8607297110405954,13873.68,3,4.0,,False,,Podgórze,2026-08-05
ID4Cl2J,599000,13.303016877097589,35.0,3.5553480614894135,17114.29,1,2.0,5.0,False,0.0,Czyżyny,2026-08-05
ID4CsqC,1399000,14.151268253647618,88.56,4.4836802884003815,15797.2,4,1.0,7.0,False,0.0,Podgórze Duchackie,2026-08-05
ID4ulrG,3000000,14.914122846632385,134.79,4.903718011750178,22256.84,5,9.0,9.0,False,1.0,Podgórze Duchackie,2026-08-05
ID4Cii8,680000,13.42984807715229,44.0,3.784189633918261,15454.55,1,2.0,5.0,False,0.0,Bronowice,2026-08-05
ID4zWEj,669795,13.414726974399478,27.9,3.32862668882732,24006.99,1,0.0,3.0,True,0.0,Podgórze,2026-08-05
ID1bGJrR,809000,13.603554196040628,38.76,3.6573887870225654,20872.03,2,0.0,,True,,Grzegórzki,2026-08-05
ID4CrkU,609000,13.319573546692034,36.67,3.6019589820832345,16607.58,1,0.0,9.0,True,0.0,Podgórze Duchackie,2026-08-05
ID4Cpwv,433000,12.978493006984626,18.0,2.8903717578961645,24055.56,1,0.0,3.0,True,0.0,Stare Miasto,2026-08-05
ID4BxVa,829000,13.627975434117433,58.8,4.074141854904581,14098.64,3,1.0,6.0,False,0.0,Bieżanów-Prokocim,2026-08-05
ID4BM31,879000,13.686540176667314,56.0,4.02535169073515,15696.43,2,0.0,6.0,True,0.0,Podgórze Duchackie,2026-08-05
ID4Cjbt,648876,13.38299691425722,43.27,3.7674595542367935,14995.98,2,1.0,10.0,False,0.0,Podgórze Duchackie,2026-08-05
ID4BiFz,1065000,13.878485357125662,62.66,4.137723285524046,16996.49,3,0.0,2.0,True,0.0,Zwierzyniec,2026-08-05
ID4B8tm,1025000,13.840203170554645,81.38,4.399129542573544,12595.23,4,0.0,,True,,Swoszowice,2026-08-05
ID4ADJp,1926805,14.47137374871096,124.31,4.822778445803624,15500.0,4,0.0,1.0,True,0.0,Zwierzyniec,2026-08-05
ID4zf2C,711087,13.47455006416885,47.66,3.864092471670596,14920.0,2,1.0,2.0,False,0.0,Dębniki,2026-08-05
ID4zUuy,820000,13.617059619240436,42.01,3.7379076851812902,19519.16,2,1.0,5.0,False,0.0,Grzegórzki,2026-08-05
ID4CnFW,1950000,14.48333993053993,105.0,4.653960350157523,18571.43,4,0.0,2.0,True,0.0,Zwierzyniec,2026-08-05
ID4AYTK,569000,13.251635713108469,50.5,3.9219733362813143,11267.33,2,4.0,4.0,False,1.0,Nowa Huta,2026-08-05
ID4BeRM,789900,13.57966163415251,51.14,3.9345669698630408,15445.83,2,6.0,16.0,False,0.0,Krowodrza,2026-08-05
ID4C1ax,723459,13.491799154477643,52.24,3.955848484968176,13848.76,2,2.0,3.0,False,0.0,Dębniki,2026-08-05
ID4ulUG,1577236,14.27118450598507,106.57,4.668802046232865,14800.0,4,10.0,10.0,False,1.0,Bieżanów-Prokocim,2026-08-05
ID4z07W,1690000,14.340239086899256,88.07,4.478131952817368,19189.28,4,1.0,5.0,False,0.0,Grzegórzki,2026-08-05
ID4CmL3,689000,13.442996549995796,41.5,3.725693427236653,16602.41,2,3.0,11.0,False,0.0,Krowodrza,2026-08-05
ID4BNOh,839000,13.639965985449344,48.3,3.877431560658527,17370.6,3,4.0,5.0,False,0.0,Czyżyny,2026-08-05
ID4x6iW,929800,13.742724788238622,92.98,4.532384416262439,10000.0,4,1.0,4.0,False,0.0,Podgórze,2026-08-05
ID4ulAU,702789,13.462811983493593,44.34,3.7918872041881655,15850.0,2,2.0,3.0,False,0.0,Prądnik Biały,2026-08-05
ID4Ag2C,1050211,13.864501654326434,75.37,4.322409317855379,13934.07,4,2.0,6.0,False,0.0,Dębniki,2026-08-05
ID4BJuQ,999700,13.815210512955272,43.72,3.777805663308338,22865.97,1,4.0,4.0,False,1.0,Grzegórzki,2026-08-05
ID4ulSx,909909,13.7210998734927,63.63,4.1530850572447005,14300.0,3,3.0,10.0,False,0.0,Bieżanów-Prokocim,2026-08-05
ID1a2FPu,999000,13.81451005763069,51.0,3.9318256327243257,19588.24,3,2.0,,False,,Stare Miasto,2026-08-05
ID1bqI61,797440,13.589161875701116,49.84,3.908817874479198,16000.0,2,3.0,,False,,Czyżyny,2026-08-05
ID4ueMW,903785,13.714346779229423,62.33,4.132442850820759,14500.0,2,0.0,3.0,True,0.0,Dębniki,2026-08-05
ID4xTv7,885360,13.693749620938666,73.78,4.3010876921685295,12000.0,4,2.0,2.0,False,1.0,Dębniki,2026-08-05
ID4zeaF,1322110,14.094739503193962,91.18,4.512835574785296,14500.0,5,1.0,1.0,False,1.0,nieznana,2026-08-05
ID4ACMd,482075,13.085854982587806,35.06,3.5570608794930885,13750.0,2,0.0,3.0,True,0.0,Nowa Huta,2026-08-05
ID1bEpyV,599000,13.303016877097589,32.2,3.471966452550362,18602.48,2,1.0,,False,,Krowodrza,2026-08-05
ID4CfoV,699000,13.457406021215949,59.67,4.088829381533991,11714.43,3,0.0,2.0,True,0.0,Dębniki,2026-08-05
ID4CpU7,662200,13.403322904095283,47.3,3.856510295497887,14000.0,2,0.0,2.0,True,0.0,Podgórze,2026-08-05
ID4w9WP,2312571,14.653870450600104,126.37,4.839214111770589,18300.0,5,6.0,7.0,False,0.0,Dębniki,2026-08-05
ID4BSf3,1239000,14.02981516061128,67.12,4.206482062158951,18459.48,2,1.0,5.0,False,0.0,Krowodrza,2026-08-05
ID4wKWg,679140,13.42858257085452,48.51,3.881769962257126,14000.0,2,0.0,5.0,True,0.0,Prądnik Biały,2026-08-05
ID1bztbn,765000,13.547631112808672,40.0,3.688879454113936,19125.0,1,7.0,,False,,Prądnik Biały,2026-08-05
ID1bzlNO,579000,13.269057756555132,36.34,3.592919062968025,15932.86,2,3.0,,False,,Bieżanów-Prokocim,2026-08-05
ID4x6Ei,605421,13.31367936277786,39.57,3.678071255397333,15300.0,2,3.0,9.0,False,0.0,Mistrzejowice,2026-08-05
ID4Chtc,869000,13.67509840424753,50.2,3.9160150266976834,17310.76,3,2.0,5.0,False,0.0,Prądnik Biały,2026-08-05
ID4ulAq,932680,13.745817441362927,66.62,4.199004832765533,14000.0,3,1.0,3.0,False,0.0,Prądnik Biały,2026-08-05
ID4Cj2q,650756,13.385890042944926,43.97,3.7835075831927183,14800.0,2,4.0,7.0,False,0.0,Prądnik Biały,2026-08-05
ID4Bshh,740000,13.514405465180351,48.92,3.890186310818972,15126.74,2,5.0,7.0,False,0.0,Prądnik Biały,2026-08-05
ID4zTl0,652645,13.388788615713509,45.01,3.806884687304841,14500.0,2,3.0,7.0,False,0.0,Mistrzejowice,2026-08-05
ID4ugac,712826,13.476992630343318,40.92,3.711618941083426,17419.99,2,3.0,4.0,False,0.0,Krowodrza,2026-08-05
ID4ClXu,950000,13.764217263576723,57.0,4.04305126783455,16666.67,5,8.0,11.0,False,0.0,Krowodrza,2026-08-05
ID4BWJf,591781,13.290891912991828,34.6,3.543853682063679,17103.5,2,0.0,8.0,True,0.0,Mistrzejowice,2026-08-05
ID4BXRv,3861280,15.16650929268944,115.85,4.752296250878385,33330.0,3,4.0,4.0,False,1.0,Stare Miasto,2026-08-05
ID4ADNg,1447992,14.185688327050658,106.47,4.667863255326515,13600.0,4,0.0,4.0,True,0.0,Podgórze,2026-08-05
ID4AwYW,690000,13.444446876573442,58.0,4.060443010546419,11896.55,3,,,False,,Podgórze Duchackie,2026-08-05
ID4CpTg,1790000,14.39772617781694,168.0,5.123963979403259,10654.76,4,2.0,2.0,False,1.0,Zwierzyniec,2026-08-05
ID4A9pZ,1037479,13.852304289918283,76.19,4.333230220484919,13617.0,4,2.0,3.0,False,0.0,Prądnik Biały,2026-08-05
ID4Cl5r,699000,13.457406021215949,51.9,3.949318790171843,13468.21,2,1.0,4.0,False,0.0,Prądnik Czerwony,2026-08-05
ID4fE3M,1250000,14.038654109278484,66.0,4.189654742026425,18939.39,3,4.0,5.0,False,0.0,Stare Miasto,2026-08-05
ID4yvBw,515014,13.151949363742402,37.68,3.629129449708162,13668.1,2,1.0,3.0,False,0.0,Nowa Huta,2026-08-05
ID4Chzk,2400000,14.690979295318174,93.0,4.532599493153256,25806.45,3,2.0,2.0,False,1.0,Zwierzyniec,2026-08-05
ID4BBEF,525928,13.172919600221356,31.12,3.4378506993101907,16900.0,2,1.0,4.0,False,0.0,Dębniki,2026-08-05
ID4Ckxw,715000,13.480037821676143,42.5,3.7495040759303713,16823.53,1,4.0,4.0,False,1.0,Krowodrza,2026-08-05
ID4vLWC,785263,13.573773972501042,53.97,3.9884283366305513,14549.99,2,1.0,3.0,False,0.0,Bieżanów-Prokocim,2026-08-05
ID4Cr8Q,963144,13.777958212311642,44.59,3.7975096186393857,21600.0,3,1.0,1.0,False,1.0,Zwierzyniec,2026-08-05
ID4Cly0,759000,13.539757056377766,52.3,3.9569963710708778,14512.43,3,2.0,10.0,False,0.0,nieznana,2026-08-05
ID4t4xG,763486,13.54565006686498,57.19,4.046379057927225,13349.99,3,1.0,5.0,False,0.0,Prądnik Biały,2026-08-05
ID1b8QnM,254900,12.448626590364206,49.0,3.8918202981106265,5202.04,2,2.0,,False,,Podgórze Duchackie,2026-08-05
ID4CqKi,1060000,13.87377946608825,65.82,4.186923743515194,16104.53,4,5.0,5.0,False,1.0,Podgórze,2026-08-05
ID4C5oe,680000,13.42984807715229,51.43,3.940221659786825,13221.85,2,2.0,3.0,False,0.0,Nowa Huta,2026-08-05
ID1btaw4,729000,13.499429010990797,52.87,3.9678360702473583,13788.54,3,0.0,,True,,Nowa Huta,2026-08-05
ID4Cthd,1249000,14.037853789107714,60.0,4.0943445622221,20816.67,3,10.0,13.0,False,0.0,Krowodrza,2026-08-05
ID4Cf3J,680000,13.42984807715229,44.0,3.784189633918261,15454.55,2,0.0,3.0,True,0.0,Dębniki,2026-08-05
ID4BMXa,585000,13.279367126213993,30.89,3.43043250693049,18938.17,1,4.0,10.0,False,0.0,Podgórze,2026-08-05
ID4CkYH,986946,13.802370605672705,63.88,4.1570063233468115,15450.0,3,0.0,2.0,True,0.0,Podgórze Duchackie,2026-08-05
ID4CgI8,1300000,14.077874822431763,54.34,3.9952606039982017,23923.44,2,1.0,2.0,False,0.0,Stare Miasto,2026-08-05
ID1bA2Ks,595000,13.296316684527769,34.0,3.5263605246161616,17500.0,2,2.0,,False,,Prądnik Czerwony,2026-08-05
ID4ukjH,1377930,14.13609293100712,96.02,4.564556503102795,14350.45,3,2.0,2.0,False,1.0,Prądnik Biały,2026-08-05
ID4unlx,846498,13.64886311788272,65.62,4.183880527532955,12900.0,3,3.0,7.0,False,0.0,Prądnik Biały,2026-08-05
ID4BrMj,785000,13.573438996764546,55.24,4.0116873285410914,14210.72,2,0.0,1.0,True,0.0,Swoszowice,2026-08-05
ID16ZkOE,614000,13.32775020712928,50.7,3.9259259105971376,12110.45,2,0.0,,True,,Grzegórzki,2026-08-05
ID4CcPd,1490000,14.214286677921642,79.1,4.370712874773608,18836.92,3,0.0,4.0,True,0.0,Stare Miasto,2026-08-05
ID4u9HO,559625,13.235022195543266,44.77,3.8015382722528743,12500.0,3,2.0,3.0,False,0.0,Nowa Huta,2026-08-05
ID4w9Wv,1413984,14.16192180995738,80.34,4.386267628931136,17600.0,4,2.0,7.0,False,0.0,Dębniki,2026-08-05
ID4CmjK,1390000,14.144814305106877,77.41,4.349115971216622,17956.34,5,3.0,,False,,Bronowice,2026-08-05
ID4xosF,879660,13.687290748160365,65.16,4.176845783733844,13500.0,4,2.0,3.0,False,0.0,Wzgórza Krzesławickie,2026-08-05
ID4CqnC,699853,13.458625591972456,46.97,3.849509100038904,14900.0,2,0.0,2.0,True,0.0,Bieżanów-Prokocim,2026-08-05
ID19EhEn,490000,13.102160670086809,27.0,3.295836866004329,18148.15,1,2.0,,False,,Grzegórzki,2026-08-05
ID4AVUG,744400,13.520333803750232,62.5,4.135166556742356,11910.4,3,4.0,4.0,False,1.0,Dębniki,2026-08-05
ID4ulBN,885466,13.693869339081642,57.61,4.053696163744291,15370.01,3,1.0,3.0,False,0.0,Prądnik Biały,2026-08-05
ID4Cupm,799000,13.591116224748411,52.68,3.964235876875081,15167.05,2,3.0,6.0,False,0.0,Dębniki,2026-08-05
ID4C9xo,959345,13.774006038910464,52.79,3.9663217788355247,18172.85,3,1.0,7.0,False,0.0,Podgórze,2026-08-05
ID4CmXw,1099000,13.909911233385758,110.0,4.700480365792417,9990.91,4,1.0,2.0,False,0.0,Bieżanów-Prokocim,2026-08-05
ID4CoRD,985000,13.800396920154226,59.1,4.079230924412053,16666.67,4,2.0,10.0,False,0.0,Prądnik Czerwony,2026-08-05
ID4BVH0,1250000,14.038654109278484,65.48,4.181744752502934,19089.8,3,4.0,5.0,False,0.0,Stare Miasto,2026-08-05
ID4CgAI,1630000,14.304090572782943,57.14,4.045504396802627,28526.43,3,4.0,7.0,False,0.0,nieznana,2026-08-05
ID4zwo4,607986,13.317907134367404,37.53,3.6251406131469297,16200.0,2,5.0,5.0,False,1.0,Prądnik Biały,2026-08-05
